price,crime,nox,rooms,dist,radial,proptax,stratio,lowstat,lprice,lnox,lproptax
13800,2.378999949,8.710000038,6.130000114,1.419999957,5,40.29999924,14.69999981,27.79999924,9.532423973,2.164471865,5.998936653
15600,2.154999971,8.710000038,5.630000114,1.519999981,5,40.29999924,14.69999981,16.64999962,9.655026436,2.164471865,5.998936653
14600,2.368999958,8.710000038,4.929999828,1.460000038,5,40.29999924,14.69999981,29.53000069,9.588776588,2.164471865,5.998936653
17794,2.33100009,8.710000038,5.190000057,1.529999971,5,40.29999924,14.69999981,28.31999969,9.786616325,2.164471865,5.998936653
15400,2.733999968,8.710000038,5.599999905,1.529999971,5,40.29999924,14.69999981,21.45000076,9.642123222,2.164471865,5.998936653
21500,1.656999946,8.710000038,6.119999886,1.620000005,5,40.29999924,14.69999981,14.10000038,9.975808144,2.164471865,5.998936653
19600,1.496000051,8.710000038,5.400000095,1.590000033,5,40.29999924,14.69999981,13.27999973,9.883284569,2.164471865,5.998936653
15300,1.126999974,8.710000038,5.010000229,1.610000014,5,40.29999924,14.69999981,12.11999989,9.635607719,2.164471865,5.998936653
19400,3.148999929,8.710000038,5.710000038,1.620000005,5,40.29999924,14.69999981,15.78999996,9.873028755,2.164471865,5.998936653
17000,1.414000034,8.710000038,6.130000114,1.75,5,40.29999924,14.69999981,15.11999989,9.740968704,2.164471865,5.998936653
15600,3.535000086,8.710000038,6.150000095,1.75,5,40.29999924,14.69999981,15.02000046,9.655026436,2.164471865,5.998936653
13100,2.447000027,8.710000038,5.269999981,1.74000001,5,40.29999924,14.69999981,16.13999939,9.480367661,2.164471865,5.998936653
41299,1.223999977,6.050000191,6.940000057,1.879999995,5,40.29999924,14.69999981,4.590000153,10.62859344,1.800058246,5.998936653
24299,1.343000054,6.050000191,6.070000172,1.75999999,5,40.29999924,14.69999981,6.429999828,10.09819031,1.800058246,5.998936653
23300,1.424999952,8.710000038,6.510000229,1.769999981,5,40.29999924,14.69999981,7.389999866,10.05620861,2.164471865,5.998936653
27000,1.273000002,6.050000191,6.25,1.799999952,5,40.29999924,14.69999981,5.5,10.2035923,1.800058246,5.998936653
50001,1.463000059,6.050000191,7.489999771,1.970000029,5,40.29999924,14.69999981,1.730000019,10.81979847,1.800058246,5.998936653
50001,1.833999991,6.050000191,7.800000191,2.039999962,5,40.29999924,14.69999981,1.919999957,10.81979847,1.800058246,5.998936653
50001,1.519000053,6.050000191,8.369999886,2.160000086,5,40.29999924,14.69999981,3.319999933,10.81979847,1.800058246,5.998936653
22700,2.242000103,6.050000191,5.849999905,2.420000076,5,40.29999924,14.69999981,11.64000034,10.0301199,1.800058246,5.998936653
24999,2.924000025,6.050000191,6.099999905,2.279999971,5,40.29999924,14.69999981,9.81000042,10.12659073,1.800058246,5.998936653
50001,2.00999999,6.050000191,7.929999828,2.049999952,5,40.29999924,14.69999981,3.700000048,10.81979847,1.800058246,5.998936653
23799,1.799999952,6.050000191,5.880000114,2.430000067,5,40.29999924,14.69999981,12.14000034,10.07739925,1.800058246,5.998936653
23799,2.299999952,6.050000191,6.320000172,2.099999905,5,40.29999924,14.69999981,11.09000015,10.07739925,1.800058246,5.998936653
22299,2.450000048,6.050000191,6.400000095,2.25999999,5,40.29999924,14.69999981,11.31999969,10.01229668,1.800058246,5.998936653
17400,1.207000017,6.050000191,5.869999886,2.430000067,5,40.29999924,14.69999981,14.43000031,9.76422596,1.800058246,5.998936653
19100,2.313999891,6.050000191,5.880000114,2.390000105,5,40.29999924,14.69999981,12.02999973,9.85744381,1.800058246,5.998936653
23100,0.138999999,5.099999905,5.570000172,2.599999905,5,29.60000038,16.60000038,14.68999958,10.04758835,1.629240513,5.690359592
23600,0.092,5.099999905,6.420000076,2.650000095,5,29.60000038,16.60000038,9.039999962,10.06900215,1.629240513,5.690359592
22600,0.083999999,5.099999905,5.860000134,2.700000048,5,29.60000038,16.60000038,9.640000343,10.02570534,1.629240513,5.690359592
29401,0.067000002,5.099999905,6.550000191,3.130000114,5,29.60000038,16.60000038,5.329999924,10.28878403,1.629240513,5.690359592
23200,0.07,5.099999905,6.019999981,3.549999952,5,29.60000038,16.60000038,10.10999966,10.05190754,1.629240513,5.690359592
24600,0.054000001,5.099999905,6.309999943,3.299999952,5,29.60000038,16.60000038,6.289999962,10.11050129,1.629240513,5.690359592
29900,0.066,5.099999905,6.860000134,2.910000086,5,29.60000038,16.60000038,6.920000076,10.30561352,1.629240513,5.690359592
37201,0.057999998,4.880000114,6.980000019,2.829999924,3,19.29999924,17.79999924,5.039999962,10.52409077,1.585145235,5.262690067
39799,0.066,4.880000114,7.760000229,2.74000001,3,19.29999924,17.79999924,7.559999943,10.5915966,1.585145235,5.262690067
36199,0.068999998,4.880000114,6.139999866,2.599999905,3,19.29999924,17.79999924,9.449999809,10.49678707,1.585145235,5.262690067
37900,0.090999998,4.880000114,7.150000095,2.700000048,3,19.29999924,17.79999924,4.820000172,10.54270649,1.585145235,5.262690067
32500,0.100000001,4.880000114,6.559999943,2.849999905,3,19.29999924,17.79999924,5.679999828,10.38899517,1.585145235,5.262690067
26399,0.082999997,4.880000114,5.599999905,2.99000001,3,19.29999924,17.79999924,13.97999954,10.18108177,1.585145235,5.262690067
29599,0.059999999,4.880000114,6.150000095,3.279999971,3,19.29999924,17.79999924,13.14999962,10.29549599,1.585145235,5.262690067
50001,0.056000002,4.880000114,7.829999924,3.200000048,3,19.29999924,17.79999924,4.449999809,10.81979847,1.585145235,5.262690067
32000,0.079000004,4.369999886,6.78000021,3.789999962,5,39.79999924,15.19999981,6.679999828,10.37349129,1.474763036,5.986452103
29801,0.126000002,4.369999886,6.559999943,4.570000172,5,39.79999924,15.19999981,4.559999943,10.30229759,1.474763036,5.986452103
34899,0.083999999,4.369999886,7.179999828,4.570000172,5,39.79999924,15.19999981,5.389999866,10.46021366,1.474763036,5.986452103
37001,0.090999998,4.369999886,6.949999809,6.480000019,5,39.79999924,15.19999981,5.099999905,10.5187006,1.474763036,5.986452103
30501,0.068999998,4.369999886,6.739999771,6.480000019,5,39.79999924,15.19999981,4.690000057,10.32551479,1.474763036,5.986452103
36399,0.086999997,4.369999886,7.179999828,6.480000019,5,39.79999924,15.19999981,2.869999886,10.50229645,1.474763036,5.986452103
31101,0.022,4.010000229,6.800000191,6.21999979,1,26.5,15.60000038,5.03000021,10.3449955,1.388791323,5.579730034
29100,0.014,4.010000229,6.599999905,6.21999979,1,26.5,15.60000038,4.380000114,10.27849388,1.388791323,5.579730034
50001,0.014,4.21999979,7.869999886,5.650000095,4,25.5,14.39999962,2.970000029,10.81979847,1.439835072,5.54126358
33300,0.039999999,4.039999962,7.289999962,7.309999943,2,32.90000153,12.60000038,4.079999924,10.41331291,1.396244645,5.796057701
30300,0.046999998,4.039999962,7.110000134,7.309999943,2,32.90000153,12.60000038,8.609999657,10.31890297,1.396244645,5.796057701
34600,0.037999999,4.039999962,7.269999981,7.309999943,2,32.90000153,12.60000038,6.619999886,10.45160866,1.396244645,5.796057701
34899,0.032000002,4.03000021,6.96999979,7.650000095,3,40.20000076,17,4.559999943,10.46021366,1.393766403,5.996451855
32899,0.017999999,4.03000021,7.130000114,7.650000095,3,40.20000076,17,4.449999809,10.40119743,1.393766403,5.996451855
24101,0.034000002,4.150000095,6.159999847,6.269999981,2,34.79999924,14.69999981,7.429999828,10.09000874,1.423108339,5.852202415
42302,0.022,4.150000095,7.610000134,6.269999981,2,34.79999924,14.69999981,3.109999895,10.6525898,1.423108339,5.852202415
48499,0.035,4.159999847,7.849999905,5.119999886,4,22.39999962,14.69999981,3.809999943,10.78929806,1.425515056,5.411645889
50001,0.02,4.159999847,8.029999733,5.119999886,4,22.39999962,14.69999981,2.880000114,10.81979847,1.425515056,5.411645889
22600,0.136000007,4.889999866,5.889999866,3.950000048,4,27.70000076,18.60000038,10.86999989,10.02570534,1.587192297,5.624017715
24399,0.230000004,4.889999866,6.329999924,4.349999905,4,27.70000076,18.60000038,10.97000027,10.10229778,1.587192297,5.624017715
22501,0.252000004,4.889999866,5.78000021,4.349999905,4,27.70000076,18.60000038,18.05999947,10.02131462,1.587192297,5.624017715
24399,0.136000007,4.889999866,6.059999943,4.239999771,4,27.70000076,18.60000038,14.65999985,10.10229778,1.587192297,5.624017715
20000,0.43599999,4.889999866,5.340000153,3.869999886,4,27.70000076,18.60000038,23.09000015,9.903487206,1.587192297,5.624017715
21700,0.173999995,4.889999866,5.960000038,3.880000114,4,27.70000076,18.60000038,17.27000046,9.985067368,1.587192297,5.624017715
19300,0.375999987,4.889999866,5.400000095,3.670000076,4,27.70000076,18.60000038,23.97999954,9.867860794,1.587192297,5.624017715
22400,0.216999993,4.889999866,5.809999943,3.650000095,4,27.70000076,18.60000038,16.03000069,10.01681614,1.587192297,5.624017715
28099,0.141000003,4.889999866,6.369999886,3.950000048,4,27.70000076,18.60000038,9.380000114,10.24348927,1.587192297,5.624017715
23699,0.289999992,4.889999866,5.409999847,3.589999914,4,27.70000076,18.60000038,29.54999924,10.07318783,1.587192297,5.624017715
24999,0.197999999,4.889999866,6.179999828,3.950000048,4,27.70000076,18.60000038,9.470000267,10.12659073,1.587192297,5.624017715
23300,0.046,5.5,5.889999866,3.109999895,5,27.60000038,16.39999962,13.51000023,10.05620861,1.704748034,5.620400906
28701,0.07,5.5,6.639999866,3.420000076,5,27.60000038,16.39999962,9.68999958,10.26468754,1.704748034,5.620400906
21500,0.111000001,5.5,5.949999809,2.890000105,5,27.60000038,16.39999962,17.92000008,9.975808144,1.704748034,5.620400906
